ort,plz,landkreis,bundesland,lat,lon
Belg,56858,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,49.9833583,7.3090256
Belgern-Schildau,04874,Landkreis Nordsachsen,Sachsen,51.4456448,12.9301967
Belgern-Schildau,04889,Landkreis Nordsachsen,Sachsen,51.4456448,12.9301967
Belgershain,04683,Landkreis Leipzig,Sachsen,51.235533,12.5511909
Belgweiler,55469,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,49.9446967,7.4864548
Bell,56745,Landkreis Mayen-Koblenz,Rheinland-Pfalz,50.3874842,7.2329036
Bellenberg,89287,Landkreis Neu-Ulm,Bayern,48.2562497,10.0939037
Bellheim,76756,Landkreis Germersheim,Rheinland-Pfalz,49.1964663,8.2844922
Bell (Hunsrück),56288,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.0631204,7.4163123
Bellingen,56459,Westerwaldkreis,Rheinland-Pfalz,50.5918529,7.9058013
Bellstedt,99713,Kyffhäuserkreis,Thüringen,51.2731575,10.7865004
Belm,49191,Landkreis Osnabrück,Niedersachsen,52.3029003,8.1247011
Belrieth,98617,Landkreis Schmalkalden-Meiningen,Thüringen,50.5287444,10.4947237
Belsch,19230,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.3280394,11.2035229
Beltheim,56290,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.1059222,7.4614234
Belum,21785,Landkreis Cuxhaven,Niedersachsen,53.8174557,8.9936761
Bempflingen,72658,Landkreis Esslingen,Baden-Württemberg,48.5715318,9.2688941
Bendestorf,21227,Landkreis Harburg,Niedersachsen,53.3420656,9.9660013
Bendfeld,24217,Kreis Plön,Schleswig-Holstein,54.3640353,10.4195919
Bendorf,56170,Landkreis Mayen-Koblenz,Rheinland-Pfalz,50.4238296,7.5732901
Bendorf,25557,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.0836352,9.3785285
Benediktbeuern,83671,Landkreis Bad Tölz-Wolfratshausen,Bayern,47.7060548,11.4100763
Bengel,54538,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,50.0163015,7.0629626
Bengerstorf,19258,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.4276798,10.8413715
Benitz,18258,Landkreis Rostock,Mecklenburg-Vorpommern,53.9741488,12.1024646
Benndorf,06308,Landkreis Mansfeld-Südharz,Sachsen-Anhalt,51.5704976,11.4900001
Bennewitz,04828,Landkreis Leipzig,Sachsen,51.3551242,12.7089736
Bennhausen,67808,Donnersbergkreis,Rheinland-Pfalz,49.6224018,7.9790958
Benningen,87734,Landkreis Unterallgäu,Bayern,47.9670993,10.2095269
Benningen am Neckar,71726,Landkreis Ludwigsburg,Baden-Württemberg,48.9467735,9.2417182
Bensdorf,14789,Landkreis Potsdam-Mittelmark,Brandenburg,52.4167,12.3333
Bensheim,64625,Kreis Bergstraße,Hessen,49.6810158,8.6227577
Bentwisch,18182,Landkreis Rostock,Mecklenburg-Vorpommern,54.1162169,12.2022371
Bentzin,17129,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.9457793,13.2748722
Benz,17429,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.9404498,14.0729189
Benz,23970,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,53.9111309,11.582755
Benzweiler,55494,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.02041,7.60575
Beratzhausen,93176,Landkreis Regensburg,Bayern,49.0958694,11.8072365
Berching,92334,Landkreis Neumarkt in der Oberpfalz,Bayern,49.1063443,11.4404282
Berchtesgaden,83471,Landkreis Berchtesgadener Land,Bayern,47.6330221,13.0020051
Bereborn,56769,Landkreis Vulkaneifel,Rheinland-Pfalz,50.2809028,6.9702298
Berenbach,56766,Landkreis Vulkaneifel,Rheinland-Pfalz,50.2330875,6.9549793
Berg,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.2538917,7.8130745
Berg,82335,Landkreis Starnberg,Bayern,47.9670867,11.3545409
Berg,95180,Landkreis Hof,Bayern,50.3751292,11.7774254
Berg,53505,Landkreis Ahrweiler,Rheinland-Pfalz,50.555648,6.9467511
Berg,88276,Landkreis Ravensburg,Baden-Württemberg,47.8148793,9.5962961
Berga,06536,Landkreis Mansfeld-Südharz,Sachsen-Anhalt,51.4553552,11.0071021
Berga/Elster,07980,Landkreis Greiz,Thüringen,50.753590450000004,12.14626445633056
Bergatreute,88368,Landkreis Ravensburg,Baden-Württemberg,47.849258,9.7489469
Berg b.Neumarkt i.d.OPf.,92348,Landkreis Neumarkt in der Oberpfalz,Bayern,49.3318416,11.4380116
Berge,19348,Landkreis Prignitz,Brandenburg,53.2364466,11.8694037
Berge,49626,Landkreis Osnabrück,Niedersachsen,52.6200352,7.7444905
Bergen,08239,Vogtlandkreis,Sachsen,50.4726514,12.2748953
Bergen,83346,Landkreis Traunstein,Bayern,47.8065264,12.5897834
Bergen,91790,Landkreis Weißenburg-Gunzenhausen,Bayern,49.0744783,11.1109867
Bergen,55608,Landkreis Birkenfeld,Rheinland-Pfalz,49.7808936,7.4176059
Bergen,29303,Landkreis Celle,Niedersachsen,52.8073915,9.9627795
Bergen an der Dumme,29468,Landkreis Lüchow-Dannenberg,Niedersachsen,52.8922934,10.9603495
Bergen auf Rügen,18528,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,54.4172673,13.4305634
Bergenhausen,55469,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.0241976,7.5718517
Bergenhusen,24861,Kreis Schleswig-Flensburg,Schleswig-Holstein,54.375991,9.3173127
Bergewöhrden,25779,Kreis Dithmarschen,Schleswig-Holstein,54.3190445,9.210056
Bergfeld,38467,Landkreis Gifhorn,Niedersachsen,52.5440185,10.8462072
Berghaupten,77791,Ortenaukreis,Baden-Württemberg,48.4075544,7.9867552
Berghausen,56368,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.2590243,8.0062199
Bergheim,50126,Rhein-Erft-Kreis,Nordrhein-Westfalen,50.9540457,6.6410004
Bergheim,50127,Rhein-Erft-Kreis,Nordrhein-Westfalen,50.9540457,6.6410004
Bergheim,50129,Rhein-Erft-Kreis,Nordrhein-Westfalen,50.9540457,6.6410004
Bergheim,86673,Landkreis Neuburg-Schrobenhausen,Bayern,48.7615353,11.2580425
Bergholz,17321,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.4427067,14.1681971
Berghülen,89180,Alb-Donau-Kreis,Baden-Württemberg,48.4641333,9.761112
Berg im Gau,86562,Landkreis Neuburg-Schrobenhausen,Bayern,48.6360633,11.2447214
Bergisch Gladbach,51427,Rheinisch-Bergischer Kreis,Nordrhein-Westfalen,50.9929303,7.1277379
Bergisch Gladbach,51429,Rheinisch-Bergischer Kreis,Nordrhein-Westfalen,50.9929303,7.1277379
Bergisch Gladbach,51465,Rheinisch-Bergischer Kreis,Nordrhein-Westfalen,50.9929303,7.1277379
Bergisch Gladbach,51467,Rheinisch-Bergischer Kreis,Nordrhein-Westfalen,50.9929303,7.1277379
Bergisch Gladbach,51469,Rheinisch-Bergischer Kreis,Nordrhein-Westfalen,50.9929303,7.1277379
Bergkamen,59192,Kreis Unna,Nordrhein-Westfalen,51.6149389,7.6362876
Bergkirchen,85232,Landkreis Dachau,Bayern,48.2585704,11.3666859
Berglangenbach,55776,Landkreis Birkenfeld,Rheinland-Pfalz,49.5993737,7.2528614
Berglen,73663,Rems-Murr-Kreis,Baden-Württemberg,48.8494064,9.4643194
Berglern,85459,Landkreis Erding,Bayern,48.3833,11.9333
Berglicht,54426,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,49.7874629,6.9665237
Bergneustadt,51702,Oberbergischer Kreis,Nordrhein-Westfalen,51.0207425,7.6490729
Berg (Pfalz),76768,Landkreis Germersheim,Rheinland-Pfalz,48.9840852,8.2018479
Bergrheinfeld,97493,Landkreis Schweinfurt,Bayern,50.0082136,10.1810033
Bergtheim,97241,Landkreis Würzburg,Bayern,49.8980508,10.0696234
Bergweiler,54518,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,49.9690157,6.8182038
Beringstedt,25575,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.1133114,9.5330215
Berkatal,37297,Werra-Meißner-Kreis,Hessen,51.2333,9.91667
Berka vor dem Hainich,99826,Wartburgkreis,Thüringen,51.0429119,10.3853242
Berkenbrück,15518,Landkreis Oder-Spree,Brandenburg,52.3518222,14.1482449
Berkenthin,23919,Kreis Herzogtum Lauenburg,Schleswig-Holstein,53.7338071,10.6391585
Berkheim,88450,Landkreis Biberach,Baden-Württemberg,48.0438365,10.0830714
Berkoth,54673,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.0438683,6.3402057
Berlin,10115,,Berlin,52.510885,13.3989367
Berlin,10117,,Berlin,52.510885,13.3989367
Berlin,10119,,Berlin,52.510885,13.3989367
Berlin,10178,,Berlin,52.510885,13.3989367
Berlin,10179,,Berlin,52.510885,13.3989367
Berlin,10243,,Berlin,52.510885,13.3989367
Berlin,10245,,Berlin,52.510885,13.3989367
Berlin,10247,,Berlin,52.510885,13.3989367
Berlin,10249,,Berlin,52.510885,13.3989367
Berlin,10315,,Berlin,52.510885,13.3989367
Berlin,10317,,Berlin,52.510885,13.3989367
Berlin,10318,,Berlin,52.510885,13.3989367
Berlin,10319,,Berlin,52.510885,13.3989367
Berlin,10365,,Berlin,52.510885,13.3989367
Berlin,10367,,Berlin,52.510885,13.3989367
Berlin,10369,,Berlin,52.510885,13.3989367
Berlin,10405,,Berlin,52.510885,13.3989367
Berlin,10407,,Berlin,52.510885,13.3989367
Berlin,10409,,Berlin,52.510885,13.3989367
Berlin,10435,,Berlin,52.510885,13.3989367
Berlin,10437,,Berlin,52.510885,13.3989367
Berlin,10439,,Berlin,52.510885,13.3989367
Berlin,10551,,Berlin,52.510885,13.3989367
Berlin,10553,,Berlin,52.510885,13.3989367
Berlin,10555,,Berlin,52.510885,13.3989367
Berlin,10557,,Berlin,52.510885,13.3989367
Berlin,10559,,Berlin,52.510885,13.3989367
Berlin,10585,,Berlin,52.510885,13.3989367
Berlin,10587,,Berlin,52.510885,13.3989367
Berlin,10589,,Berlin,52.510885,13.3989367
Berlin,10623,,Berlin,52.510885,13.3989367
Berlin,10625,,Berlin,52.510885,13.3989367
Berlin,10627,,Berlin,52.510885,13.3989367
Berlin,10629,,Berlin,52.510885,13.3989367
Berlin,10707,,Berlin,52.510885,13.3989367
Berlin,10709,,Berlin,52.510885,13.3989367
Berlin,10711,,Berlin,52.510885,13.3989367
Berlin,10713,,Berlin,52.510885,13.3989367
Berlin,10715,,Berlin,52.510885,13.3989367
Berlin,10717,,Berlin,52.510885,13.3989367
Berlin,10719,,Berlin,52.510885,13.3989367
Berlin,10777,,Berlin,52.510885,13.3989367
Berlin,10779,,Berlin,52.510885,13.3989367
Berlin,10781,,Berlin,52.510885,13.3989367
Berlin,10783,,Berlin,52.510885,13.3989367
Berlin,10785,,Berlin,52.510885,13.3989367
Berlin,10787,,Berlin,52.510885,13.3989367
Berlin,10789,,Berlin,52.510885,13.3989367
Berlin,10823,,Berlin,52.510885,13.3989367
Berlin,10825,,Berlin,52.510885,13.3989367
Berlin,10827,,Berlin,52.510885,13.3989367
Berlin,10829,,Berlin,52.510885,13.3989367
Berlin,10961,,Berlin,52.510885,13.3989367
Berlin,10963,,Berlin,52.510885,13.3989367
Berlin,10965,,Berlin,52.510885,13.3989367
Berlin,10967,,Berlin,52.510885,13.3989367
Berlin,10969,,Berlin,52.510885,13.3989367
Berlin,10997,,Berlin,52.510885,13.3989367
Berlin,10999,,Berlin,52.510885,13.3989367
Berlin,12043,,Berlin,52.510885,13.3989367
Berlin,12045,,Berlin,52.510885,13.3989367
Berlin,12047,,Berlin,52.510885,13.3989367
Berlin,12049,,Berlin,52.510885,13.3989367
Berlin,12051,,Berlin,52.510885,13.3989367
Berlin,12053,,Berlin,52.510885,13.3989367
Berlin,12055,,Berlin,52.510885,13.3989367
Berlin,12057,,Berlin,52.510885,13.3989367
Berlin,12059,,Berlin,52.510885,13.3989367
Berlin,12099,,Berlin,52.510885,13.3989367
Berlin,12101,,Berlin,52.510885,13.3989367
Berlin,12103,,Berlin,52.510885,13.3989367
Berlin,12105,,Berlin,52.510885,13.3989367
Berlin,12107,,Berlin,52.510885,13.3989367
Berlin,12109,,Berlin,52.510885,13.3989367
Berlin,12157,,Berlin,52.510885,13.3989367
Berlin,12159,,Berlin,52.510885,13.3989367
Berlin,12161,,Berlin,52.510885,13.3989367
Berlin,12163,,Berlin,52.510885,13.3989367
Berlin,12165,,Berlin,52.510885,13.3989367
Berlin,12167,,Berlin,52.510885,13.3989367
Berlin,12169,,Berlin,52.510885,13.3989367
Berlin,12203,,Berlin,52.510885,13.3989367
Berlin,12205,,Berlin,52.510885,13.3989367
Berlin,12207,,Berlin,52.510885,13.3989367
Berlin,12209,,Berlin,52.510885,13.3989367
Berlin,12247,,Berlin,52.510885,13.3989367
Berlin,12249,,Berlin,52.510885,13.3989367
Berlin,12277,,Berlin,52.510885,13.3989367
Berlin,12279,,Berlin,52.510885,13.3989367
Berlin,12305,,Berlin,52.510885,13.3989367
Berlin,12307,,Berlin,52.510885,13.3989367
Berlin,12309,,Berlin,52.510885,13.3989367
Berlin,12347,,Berlin,52.510885,13.3989367
Berlin,12349,,Berlin,52.510885,13.3989367
Berlin,12351,,Berlin,52.510885,13.3989367
Berlin,12353,,Berlin,52.510885,13.3989367
Berlin,12355,,Berlin,52.510885,13.3989367
Berlin,12357,,Berlin,52.510885,13.3989367
Berlin,12359,,Berlin,52.510885,13.3989367
Berlin,12435,,Berlin,52.510885,13.3989367
Berlin,12437,,Berlin,52.510885,13.3989367
Berlin,12439,,Berlin,52.510885,13.3989367
Berlin,12459,,Berlin,52.510885,13.3989367
Berlin,12487,,Berlin,52.510885,13.3989367
Berlin,12489,,Berlin,52.510885,13.3989367
Berlin,12524,,Berlin,52.510885,13.3989367
Berlin,12526,,Berlin,52.510885,13.3989367
Berlin,12527,,Berlin,52.510885,13.3989367
Berlin,12555,,Berlin,52.510885,13.3989367
Berlin,12557,,Berlin,52.510885,13.3989367
Berlin,12559,,Berlin,52.510885,13.3989367
Berlin,12587,,Berlin,52.510885,13.3989367
Berlin,12589,,Berlin,52.510885,13.3989367
Berlin,12619,,Berlin,52.510885,13.3989367
Berlin,12621,,Berlin,52.510885,13.3989367
Berlin,12623,,Berlin,52.510885,13.3989367
Berlin,12627,,Berlin,52.510885,13.3989367
Berlin,12629,,Berlin,52.510885,13.3989367
Berlin,12679,,Berlin,52.510885,13.3989367
Berlin,12681,,Berlin,52.510885,13.3989367
Berlin,12683,,Berlin,52.510885,13.3989367
Berlin,12685,,Berlin,52.510885,13.3989367
Berlin,12687,,Berlin,52.510885,13.3989367
Berlin,12689,,Berlin,52.510885,13.3989367
Berlin,13051,,Berlin,52.510885,13.3989367
Berlin,13053,,Berlin,52.510885,13.3989367
Berlin,13055,,Berlin,52.510885,13.3989367
Berlin,13057,,Berlin,52.510885,13.3989367
Berlin,13059,,Berlin,52.510885,13.3989367
Berlin,13086,,Berlin,52.510885,13.3989367
Berlin,13088,,Berlin,52.510885,13.3989367
Berlin,13089,,Berlin,52.510885,13.3989367
Berlin,13125,,Berlin,52.510885,13.3989367
Berlin,13127,,Berlin,52.510885,13.3989367
Berlin,13129,,Berlin,52.510885,13.3989367
Berlin,13156,,Berlin,52.510885,13.3989367
Berlin,13158,,Berlin,52.510885,13.3989367
Berlin,13159,,Berlin,52.510885,13.3989367
Berlin,13187,,Berlin,52.510885,13.3989367
Berlin,13189,,Berlin,52.510885,13.3989367
Berlin,13347,,Berlin,52.510885,13.3989367
Berlin,13349,,Berlin,52.510885,13.3989367
Berlin,13351,,Berlin,52.510885,13.3989367
Berlin,13353,,Berlin,52.510885,13.3989367
Berlin,13355,,Berlin,52.510885,13.3989367
Berlin,13357,,Berlin,52.510885,13.3989367
Berlin,13359,,Berlin,52.510885,13.3989367
Berlin,13403,,Berlin,52.510885,13.3989367
Berlin,13405,,Berlin,52.510885,13.3989367
Berlin,13407,,Berlin,52.510885,13.3989367
Berlin,13409,,Berlin,52.510885,13.3989367
Berlin,13435,,Berlin,52.510885,13.3989367
Berlin,13437,,Berlin,52.510885,13.3989367
Berlin,13439,,Berlin,52.510885,13.3989367
Berlin,13465,,Berlin,52.510885,13.3989367
Berlin,13467,,Berlin,52.510885,13.3989367
Berlin,13469,,Berlin,52.510885,13.3989367
Berlin,13503,,Berlin,52.510885,13.3989367
Berlin,13505,,Berlin,52.510885,13.3989367
Berlin,13507,,Berlin,52.510885,13.3989367
Berlin,13509,,Berlin,52.510885,13.3989367
Berlin,13581,,Berlin,52.510885,13.3989367
Berlin,13583,,Berlin,52.510885,13.3989367
Berlin,13585,,Berlin,52.510885,13.3989367
Berlin,13587,,Berlin,52.510885,13.3989367
Berlin,13589,,Berlin,52.510885,13.3989367
Berlin,13591,,Berlin,52.510885,13.3989367
Berlin,13593,,Berlin,52.510885,13.3989367
Berlin,13595,,Berlin,52.510885,13.3989367
Berlin,13597,,Berlin,52.510885,13.3989367
Berlin,13599,,Berlin,52.510885,13.3989367
Berlin,13627,,Berlin,52.510885,13.3989367
Berlin,13629,,Berlin,52.510885,13.3989367
Berlin,14050,,Berlin,52.510885,13.3989367
Berlin,14052,,Berlin,52.510885,13.3989367
Berlin,14053,,Berlin,52.510885,13.3989367
Berlin,14055,,Berlin,52.510885,13.3989367
Berlin,14057,,Berlin,52.510885,13.3989367
Berlin,14059,,Berlin,52.510885,13.3989367
Berlin,14089,,Berlin,52.510885,13.3989367
Berlin,14109,,Berlin,52.510885,13.3989367
Berlin,14129,,Berlin,52.510885,13.3989367
Berlin,14163,,Berlin,52.510885,13.3989367
Berlin,14165,,Berlin,52.510885,13.3989367
Berlin,14167,,Berlin,52.510885,13.3989367
Berlin,14169,,Berlin,52.510885,13.3989367
Berlin,14193,,Berlin,52.510885,13.3989367
Berlin,14195,,Berlin,52.510885,13.3989367
Berlin,14197,,Berlin,52.510885,13.3989367
Berlin,14199,,Berlin,52.510885,13.3989367
Berlingen,54570,Landkreis Vulkaneifel,Rheinland-Pfalz,50.2392275,6.7199448
Berlingerode,37339,Landkreis Eichsfeld,Thüringen,51.4586208,10.2384121
Bermatingen,88697,Bodenseekreis,Baden-Württemberg,47.7290884,9.3491605
Bermel,56729,Landkreis Mayen-Koblenz,Rheinland-Pfalz,50.2849949,7.0871942
Bermersheim,67593,Landkreis Alzey-Worms,Rheinland-Pfalz,49.6819023,8.2229542
Bermersheim vor der Höhe,55234,Landkreis Alzey-Worms,Rheinland-Pfalz,49.7783,8.09917
Bernau,16321,Landkreis Barnim,Brandenburg,52.6787254,13.5881114
Bernau am Chiemsee,83233,Landkreis Rosenheim,Bayern,47.8116312,12.3733927
Bernau im Schwarzwald,79872,Landkreis Waldshut,Baden-Württemberg,47.8057268,8.0345882
Bernbeuren,86975,Landkreis Weilheim-Schongau,Bayern,47.7376437,10.7769144
Bernburg,06406,Salzlandkreis,Sachsen-Anhalt,51.7930788,11.7391606
Berndorf,54578,Landkreis Vulkaneifel,Rheinland-Pfalz,50.3053895,6.6969023
Berndroth,56370,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.2373455,7.9703022
Berne,27804,Landkreis Wesermarsch,Niedersachsen,53.1833014,8.4833214
Berngau,92361,Landkreis Neumarkt in der Oberpfalz,Bayern,49.2527464,11.4001925
Bernhardswald,93170,Landkreis Regensburg,Bayern,49.091371,12.245488
Bernitt,18246,Landkreis Rostock,Mecklenburg-Vorpommern,53.902911,11.8867125
Bernitt,18249,Landkreis Rostock,Mecklenburg-Vorpommern,53.902911,11.8867125
Bernkastel-Kues,54470,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,49.9157398,7.0708181
Bernkastel-Kues,54492,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,49.9157398,7.0708181
Bernried,94505,Landkreis Deggendorf,Bayern,48.9187723,12.8840541
Bernried am Starnberger See,82347,Landkreis Weilheim-Schongau,Bayern,47.8678672,11.2931847
Bernsdorf,09337,Landkreis Zwickau,Sachsen,50.7667099,12.6666905
Bernsdorf,02994,Landkreis Bautzen,Sachsen,51.3710839,14.0694111
Bernstadt,89182,Alb-Donau-Kreis,Baden-Württemberg,48.4986058,10.0246274
Bernstadt auf dem Eigen,02748,Landkreis Görlitz,Sachsen,51.0474279,14.8269241
Bernstorf,23936,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,53.8282461,11.1150471
Berod bei Hachenburg,57614,Landkreis Altenkirchen,Rheinland-Pfalz,50.6481089,7.6914224
Berod bei Wallmerod,56414,Westerwaldkreis,Rheinland-Pfalz,50.4801431,7.9366863
Berscheid,54673,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.9829198,6.2316777
Berschweiler bei Baumholder,55777,Landkreis Birkenfeld,Rheinland-Pfalz,49.5782783,7.2924151
Berschweiler bei Kirn,55608,Landkreis Birkenfeld,Rheinland-Pfalz,49.7709313,7.3919301
Bersenbrück,49593,Landkreis Osnabrück,Niedersachsen,52.5553293,7.9471842
Bersteland,15910,Landkreis Dahme-Spreewald,Brandenburg,51.9435525,13.784414969364535
Bertsdorf-Hörnitz,02763,Landkreis Görlitz,Sachsen,50.88453405,14.718603357231109
Berumbur,26524,Landkreis Aurich,Niedersachsen,53.5940961,7.3123304
Berzhahn,56459,Westerwaldkreis,Rheinland-Pfalz,50.539031,8.0045159
Berzhausen,57632,Landkreis Altenkirchen,Rheinland-Pfalz,50.6551276,7.5690165
Bescheid,54413,Landkreis Trier-Saarburg,Rheinland-Pfalz,49.7525891,6.8903866
Beschendorf,23738,Kreis Ostholstein,Schleswig-Holstein,54.1834961,10.8751201
Besdorf,25584,Kreis Steinburg,Schleswig-Holstein,54.0525107,9.3582031
Beselich,65614,Landkreis Limburg-Weilburg,Hessen,50.4618102,8.1478772
Besenthal,23899,Kreis Herzogtum Lauenburg,Schleswig-Holstein,53.529907,10.7415159
Beseritz,17039,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.7017777,13.4575365
Besigheim,74354,Landkreis Ludwigsburg,Baden-Württemberg,48.9996364,9.1417523
Besitz,19258,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.3425754,10.8514184
Bessenbach,63856,Landkreis Aschaffenburg,Bayern,49.9670126,9.2510469
Bestensee,15741,Landkreis Dahme-Spreewald,Brandenburg,52.242895,13.6279176
Bestwig,59909,Hochsauerlandkreis,Nordrhein-Westfalen,51.3609508,8.4005554
Bethenhausen,07554,Landkreis Greiz,Thüringen,50.9286412,12.1977762
Betteldorf,54570,Landkreis Vulkaneifel,Rheinland-Pfalz,50.2523864,6.7543083
Bettendorf,56355,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.2333811,7.8706634
Bettenfeld,54533,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,50.0858147,6.7599838
Bettingen,54646,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.9413268,6.3984866
Betzdorf,57518,Landkreis Altenkirchen,Rheinland-Pfalz,50.7879961,7.8723802
Betzendorf,21386,Landkreis Lüneburg,Niedersachsen,53.1376599,10.3116808
Betzenstein,91282,Landkreis Bayreuth,Bayern,49.6808025,11.4177797
Betzenweiler,88422,Landkreis Biberach,Baden-Württemberg,48.1174996,9.5732098
Betzigau,87488,Landkreis Oberallgäu,Bayern,47.7351056,10.3806231
Beulich,56283,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.1739614,7.4525489
Beuren,56825,Landkreis Cochem-Zell,Rheinland-Pfalz,50.095602,7.0799438
Beuren,72660,Landkreis Esslingen,Baden-Württemberg,48.5695917,9.4005013
Beuren (Hochwald),54413,Landkreis Trier-Saarburg,Rheinland-Pfalz,49.7272641,6.9163463
Beuron,88631,Landkreis Sigmaringen,Baden-Württemberg,48.0511727,8.9703207
Beutelsbach,94501,Landkreis Passau,Bayern,48.5504816,13.116456
Bevern,25355,Kreis Pinneberg,Schleswig-Holstein,53.7555192,9.7711499
Bevern,37639,Landkreis Holzminden,Niedersachsen,51.8578826,9.4940292
Beverstedt,27616,Landkreis Cuxhaven,Niedersachsen,53.4340645,8.8183369
Beverungen,37688,Kreis Höxter,Nordrhein-Westfalen,51.6676535,9.3759072
Bexbach,66450,Saarpfalz-Kreis,Saarland,49.347299,7.2548948
Biberach,77781,Ortenaukreis,Baden-Württemberg,48.324956650000004,8.01158737584257
Biberach an der Riß,88400,Landkreis Biberach,Baden-Württemberg,48.0984413,9.7899938
Biberbach,86485,Landkreis Augsburg,Bayern,48.5169777,10.811195
Bibertal,89346,Landkreis Günzburg,Bayern,48.410118,10.1952705
Biblis,68647,Kreis Bergstraße,Hessen,49.6927,8.4217
Bibow,19417,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,53.7831117,11.633518
Bibra,07768,Saale-Holzland-Kreis,Thüringen,50.8035969,11.5463293
Biburg,93354,Landkreis Kelheim,Bayern,48.7907823,11.8543467
Bichl,83673,Landkreis Bad Tölz-Wolfratshausen,Bayern,47.7204732,11.4119565
Bickenbach,64404,Landkreis Darmstadt-Dieburg,Hessen,49.7546995,8.6126463
Bickenbach,56291,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.1264152,7.5266937
Bickendorf,54636,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.0338154,6.5002408
Bidingen,87651,Landkreis Ostallgäu,Bayern,47.8298844,10.7256535
Biebelnheim,55234,Landkreis Alzey-Worms,Rheinland-Pfalz,49.7974144,8.1703803
Biebelried,97318,Landkreis Kitzingen,Bayern,49.7647295,10.0803057
Biebelsheim,55546,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.8727837,7.9402889
Bieberehren,97243,Landkreis Würzburg,Bayern,49.5166639,10.0099868
Biebergemünd,63599,Main-Kinzig-Kreis,Hessen,50.1801457,9.2918379
Biebern,55471,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,49.9917119,7.4435909
Biebertal,35444,Landkreis Gießen,Hessen,50.6529,8.5714
Biebesheim,64584,Kreis Groß-Gerau,Hessen,49.7815684,8.4660576
Biebrich,56370,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.3030289,7.9544958
Biedenkopf,35216,Landkreis Marburg-Biedenkopf,Hessen,50.9158278,8.527162
Biederbach,79215,Landkreis Emmendingen,Baden-Württemberg,48.1976258,8.0382223
Biederitz,39175,Landkreis Jerichower Land,Sachsen-Anhalt,52.1567102,11.7198326
Biedershausen,66917,Landkreis Südwestpfalz,Rheinland-Pfalz,49.31938,7.4873575
Biedesheim,67308,Donnersbergkreis,Rheinland-Pfalz,49.6044636,8.1065483
Bielefeld,33602,,Nordrhein-Westfalen,52.0191005,8.531007
Bielefeld,33604,,Nordrhein-Westfalen,52.0191005,8.531007
Bielefeld,33605,,Nordrhein-Westfalen,52.0191005,8.531007
Bielefeld,33607,,Nordrhein-Westfalen,52.0191005,8.531007
Bielefeld,33609,,Nordrhein-Westfalen,52.0191005,8.531007
Bielefeld,33611,,Nordrhein-Westfalen,52.0191005,8.531007
Bielefeld,33613,,Nordrhein-Westfalen,52.0191005,8.531007
Bielefeld,33615,,Nordrhein-Westfalen,52.0191005,8.531007
Bielefeld,33617,,Nordrhein-Westfalen,52.0191005,8.531007
Bielefeld,33619,,Nordrhein-Westfalen,52.0191005,8.531007
Bielefeld,33647,,Nordrhein-Westfalen,52.0191005,8.531007
Bielefeld,33649,,Nordrhein-Westfalen,52.0191005,8.531007
Bielefeld,33659,,Nordrhein-Westfalen,52.0191005,8.531007
